filename,reference,whisper_hypothesis,wer
common_voice_ar_33405052.mp3,يا حسن راي للمليك عزيزنا,يا احسن راء,0.8000
common_voice_ar_33405098.mp3,ان صوروك فانما قد صوروا,ان صبرك,0.8000
common_voice_ar_33405192.mp3,السفينه تبحر تحت علم امريكي,الث,1.0000
common_voice_ar_33405217.mp3,انا متاكد ان الجميع ينتظر,انا متاكده,0.8000
common_voice_ar_33405234.mp3,يعرف السباحه علي ظهره,يعرف السب,0.7500
common_voice_ar_33405435.mp3,تامل بعينك هذا الانام,تامل بعينك هذا ال,0.2500
common_voice_ar_33405471.mp3,هل تستطيع البرمجه,هل تص,0.6667
common_voice_ar_24060674.mp3,لا احب هذه القبعه افضل الرماديه اكثر,لا ا,0.8571
common_voice_ar_24060676.mp3,واذا تولي سعي في الارض ليفسد فيها ويهلك الحرث والنسل والله لا يحب الفساد,واذا تو,0.9286
common_voice_ar_24060677.mp3,لنذهب فور ما يتوقف المطر,منذ ه,1.0000
common_voice_ar_24060680.mp3,اختفت,يخت,1.0000
common_voice_ar_24060701.mp3,لست مختبءا,لست مختبءا,0.0000
common_voice_ar_24060703.mp3,اعمل في السوبر ماركت في عطله نهايه الاسبوع,اعملو,1.0000
common_voice_ar_24060704.mp3,ليس لدي اي شان في هذا الامر,ليس لدي اي شع,0.5714
common_voice_ar_24060705.mp3,من حسن حظي ان صرت صديقه,من حسنه,0.8333
common_voice_ar_24060725.mp3,يجب الان العمل علي اضافه جمل جديده لكي يواصل المشاركون نطقها و التحقق منها,يجب الا,0.9286
common_voice_ar_24060727.mp3,سال ساءل بعذاب واقع,سء,1.0000
common_voice_ar_24060729.mp3,سالعب معك,سلام عليكم,1.0000
common_voice_ar_24060730.mp3,اتسمع صوت الامواج علي الشاطء,سا,1.0000
common_voice_ar_24060731.mp3,فروح وريحان وجنت نعيم,فروحا,1.0000
common_voice_ar_24397800.mp3,ما بلغ الله حسادي الذي طلبوا,ما بل غ,0.8333
common_voice_ar_24397803.mp3,دع نديما قد تناءي وحبس,دحنا ليما,1.0000
common_voice_ar_24397804.mp3,حاولت ان اقيم علاقه صداقه مع زملاءي في القسم,ه,1.0000
common_voice_ar_24397843.mp3,ابيت لا انيس لي الا الذي,ابيتول,1.0000
common_voice_ar_24397844.mp3,لست انبيك بافتقادي لاني,لا استطيع ان ا,1.0000
common_voice_ar_24397845.mp3,ابا حسن لولا التعلل بالمني,اباح سني ل,1.0000
common_voice_ar_24397846.mp3,فتح فاضل مطعما للاكل الخفيف,فا,1.0000
common_voice_ar_24397847.mp3,فوهاء شوهاء يبدي الكيد مضحكها,ثوها ا,1.0000
common_voice_ar_24397854.mp3,قد اظلتك يا ابا اسحاق,قد اض,0.8000
common_voice_ar_24397855.mp3,قلصت ظل الليل عنه وما,قلص تض,1.0000
common_voice_ar_24397856.mp3,ان قاضينا لاعمي,ان قاضي,0.6667
common_voice_ar_24397857.mp3,كانت ذهنيه فاضل كذهنيه دانيه انذاك,كان الذهني,1.0000
common_voice_ar_20428738.mp3,الاسبانيه هي لغتها الام,الاسباني,1.0000
common_voice_ar_20428741.mp3,اولا يجب ان اشكركم علي مساعدتكم,اولا,0.8333
common_voice_ar_20429178.mp3,ابحث عن وظيفه جيده,ابح,1.0000
common_voice_ar_20429180.mp3,لا تبعد المحطه كثيرا عن هنا,لا تبع,0.8333
common_voice_ar_20429182.mp3,اتسوق كل صباح,اتسو,1.0000
common_voice_ar_20429199.mp3,لا تقرا في هذه القاعه,لا تقرا به,0.6000
common_voice_ar_20429200.mp3,جوابك مختلف عن جوابي,جواب كمخ,1.0000
common_voice_ar_20429219.mp3,انه يحسن الكلام,انه يحث,0.6667
common_voice_ar_20429386.mp3,هذا هو الباقي,هذا هو البقي,0.3333
common_voice_ar_20430069.mp3,انا استعد للاسوا,انا استعد ل,0.3333
common_voice_ar_20430071.mp3,كان هناك حديقه عند كل منزل,كان هناك حدي,0.6667
common_voice_ar_24570723.mp3,من اعان الهموم والدهر والبين,من اعاني الح,0.8000
common_voice_ar_24570724.mp3,حركات الي السكون تءول,حركاتهم,1.0000
common_voice_ar_24570725.mp3,بطل الابطال من ارض الهرم,بطل الا,0.8000
common_voice_ar_24570727.mp3,وكانها تهوي اذاعه ضوءها,وكانه,1.0000
common_voice_ar_24570728.mp3,مستيقظ اللحظ في اجفان وسنان,مستقبل,1.0000
common_voice_ar_24570729.mp3,ماهر السلطه في مصر لها,ماهر السول,0.8000
common_voice_ar_24570730.mp3,ان كان ذاك الطود خر,ان كان ذاك ت,0.4000
common_voice_ar_24570731.mp3,اريقا من رضابك ام رحيقا,اريق من,0.8000
common_voice_ar_24570732.mp3,اسمح لي ان انظر اليه,اسمح لي ان ان,0.4000
common_voice_ar_24570733.mp3,سرقات الاديب بعض المعاني,سري,1.0000
common_voice_ar_24570735.mp3,اني لامل صنع الله في حسن,الميله والصنا,1.0000
common_voice_ar_24570736.mp3,اجود بموجود ولو بت طاويا,اجد,1.0000
common_voice_ar_24570737.mp3,اقمته كالطود في هضبه,اخمته,1.0000
common_voice_ar_25228005.mp3,ولا حلي للارض من نورها,ولا حلي,0.6000
common_voice_ar_25228006.mp3,حاشا لهامه من اتي لخلاصنا,حاشه,1.0000
common_voice_ar_25228008.mp3,ممنوع التدخين في المصعد,ممنوع ت,0.7500
common_voice_ar_25228009.mp3,او ما تري قلق الغدير كانما,او ما ترا,0.6667
common_voice_ar_25228118.mp3,سيحشر يعقوب بن داود خاءبا,سيحش,1.0000
common_voice_ar_25228120.mp3,في مهرجان الحق او يوم الدم,في مهرجان الحقي,0.6667
common_voice_ar_25228122.mp3,وقد كنت في ذاك الزمان الذي مضي,وقد كان,0.8571
common_voice_ar_25228123.mp3,كان المال عند سامي,كان المي,0.7500
common_voice_ar_25228124.mp3,قسمت الكعكه الي سته قطع,قسم تلكه ك,1.0000
common_voice_ar_25228155.mp3,كانت ليلي بالكاد تستطيع ان تتنفس,كانت لي,0.8333
common_voice_ar_25228156.mp3,فان راي لا راي سواءا ولا برح,فان رايه,0.8571
common_voice_ar_25228157.mp3,وصفعان يجود بمصفعيه,ك و,1.0000
common_voice_ar_25228159.mp3,انا واحد من طلابك,انا و,0.7500
common_voice_ar_25206908.mp3,ورد الخدود ودونه شوك القنا,ورد الخدود يو,0.6000
common_voice_ar_25206909.mp3,نبهت مني يا ابا الغيداق,نبه,1.0000
common_voice_ar_25206910.mp3,انت دنياي التي تهتف بي,انت الد,0.8000
common_voice_ar_25206911.mp3,من ال جدعون الكرام مودع,من ال ج,0.6000
common_voice_ar_25206912.mp3,ما كان حق محبكم ان يهجرا,ما كان حقم,0.6667
common_voice_ar_25206944.mp3,من ملك الدنيا ودانت له,الملك الدنيا و,0.8000
common_voice_ar_25206945.mp3,يا ضمر يا عبد بني كلاب,يا الد,0.8333
common_voice_ar_25206946.mp3,اعتقلت صديقتي بسبب افراطها في السرعه,اعتقد,1.0000
common_voice_ar_25206947.mp3,الي خيال خيال في الظلام سري,الي خيالي,0.8333
common_voice_ar_25206948.mp3,واذا ضمت الكفايه قوما,واذا ض,0.7500
common_voice_ar_25206978.mp3,وفي غيابات اطباق الخطوب شج,و في,1.0000
common_voice_ar_25206979.mp3,ابلغا قومنا جذاما ولخما,اب,1.0000
common_voice_ar_25206982.mp3,عجبا من موفق الراي ولي,عزبا,1.0000
common_voice_ar_25288713.mp3,كانت ليلي زوجه سامي الثالثه,كامت لي,1.0000
common_voice_ar_25288714.mp3,عين شمس لا عاينتك الشموس,اعين شمس لا,0.6000
common_voice_ar_25288715.mp3,هي متزوجه بجمال,ريمو,1.0000
common_voice_ar_25288716.mp3,هو في العلم اخر,هو في العلم ا,0.2500
common_voice_ar_25288717.mp3,اذا كنت بالامر الذي انت عالم,اذا ا,0.8333
common_voice_ar_25288724.mp3,كم تبعد بوسطن عن شيكاغو,كم تبعت,0.8000
common_voice_ar_25288725.mp3,هل يوجد قبو في بيتك,هنوج,1.0000
common_voice_ar_25288726.mp3,ليلي تسوق و كان الطريق ملك لها,الليله تص,1.0000
common_voice_ar_25288727.mp3,قد زرعنا النضار في الفضه,قد زرحم,0.8000
common_voice_ar_25288739.mp3,الذنوب جراحات ورب جرح وقع في مقتل,ادنب,1.0000
common_voice_ar_25288740.mp3,قد زرت قبرك عن طوع باغمات,قد زرت قب,0.6667
common_voice_ar_25288741.mp3,عندليب الصفا علي الايك ساجع,عند ليب الصفا,1.0000
common_voice_ar_25288743.mp3,اربعاء الرماد يا عيد احزا,اربع,1.0000
common_voice_ar_22794291.mp3,كيف حالك,كيف الح,0.5000
common_voice_ar_22794318.mp3,شكرا من فضلك اعد الزياره,شكرا,0.8000
common_voice_ar_22794346.mp3,يستطيع تحدث الفرنسيه ايضا,يستطيع الت,0.7500
common_voice_ar_22794352.mp3,ما الذي جعلك تاتي الي هنا,مل,1.0000
common_voice_ar_22794368.mp3,ستغادر الطاءره الساعه السادسه,ستغادل,1.0000
common_voice_ar_22794381.mp3,هاجم الجميع رايي,هاج,1.0000
common_voice_ar_22794385.mp3,من فضلك اعرني كتابك,من فضلكه,0.7500
common_voice_ar_22794386.mp3,هل لي ان اذهب للسباحه يا امي,هل ينقض,0.8571
common_voice_ar_22794390.mp3,لا مشكله,للمشكي,1.0000
common_voice_ar_22794394.mp3,منزلك راءع,منزيلو ق,1.0000
common_voice_ar_22794398.mp3,في تلك اللحظه حصلت علي الانطباع بانها كانت مستقيمه,في هذه,0.8889
common_voice_ar_22794400.mp3,هل سجلوا اسماءهم للتصويت,هل سجلو,0.7500
common_voice_ar_22794414.mp3,لا اهتم,لا اهتم,0.0000
common_voice_ar_20732052.mp3,كنت علي وشك الذهاب عندما رن الهاتف,كنت علي واش,0.7143
common_voice_ar_20732053.mp3,هذه السكين افادتني كثيرا,هذه السق,0.7500
common_voice_ar_20732069.mp3,عاني الكثيرون الظلم والبءس ردحا من الزمن تحت حكم الاستعمار,عن الكف,1.0000
common_voice_ar_20732070.mp3,ما رايها في ما توصل اليه المءتمر من نتاءج,م,1.0000
common_voice_ar_20732072.mp3,ام لهم الهه تمنعهم من دوننا لا يستطيعون نصر انفسهم ولا هم منا يصحبون,امل,1.0000
common_voice_ar_20732084.mp3,ما اسم تلك السمكه بالانجليزيه,ما اسمو,0.8000
common_voice_ar_20732112.mp3,يمكنك الذهاب الي اي مكان تريد,يمكنك الذها,0.8333
common_voice_ar_20732113.mp3,الحواسيب الات معقده,الحواص,1.0000
common_voice_ar_20732137.mp3,هل معك قلم,هل معك الع,0.3333
common_voice_ar_20747865.mp3,لا اعرفه,لا اعرفه,0.0000
common_voice_ar_24663792.mp3,عين الرقيب غرقت في بحر العمي,عين الرق,0.8333
common_voice_ar_24663793.mp3,يا بني السمري لا تجشموني,يا ابن س,0.8000
common_voice_ar_24663794.mp3,بشر البخيل يكاد يصلح بخله,بشر البح,0.8000
common_voice_ar_24663795.mp3,سمعوا الصلاه علي النبي توالي,سمع الس,1.0000
common_voice_ar_24663802.mp3,وعوتب سهل بن عبد الله المروزي في كثره الصدقه فقال,وعوت,1.0000
common_voice_ar_24663804.mp3,من ال دباس الكرام كريم,من الدب,0.8000
common_voice_ar_24663805.mp3,اسم رالف لورين الحقيقي هو رالف ليفشيتز وهي ماركه شهيره,اسم راليف,0.9000
common_voice_ar_24663812.mp3,طال ليلي وتعناني الطرب,طال لي و,0.7500
common_voice_ar_24663813.mp3,بينما انت في احتيال فياشك,بينما ان,0.8000
common_voice_ar_24663816.mp3,من ال ارقش راحل لما مضي,من ال ارك,0.6667
common_voice_ar_24663817.mp3,وامر من عللي تخلي ناظري,واماره,1.0000
common_voice_ar_24663818.mp3,اديت واجبك المقدس كاملا,اديت وا,0.7500
common_voice_ar_24663819.mp3,كيف الدعاء علي من جار او ظلما,كيف الدعاء علي منجر,0.5714
common_voice_ar_21554679.mp3,فقدت حقيبه يدها,فقدت حقيب,0.6667
common_voice_ar_21554681.mp3,ظل الولد ساكنا,زوللولات,1.0000
common_voice_ar_21554686.mp3,صارع المرض,صارح المر,1.0000
common_voice_ar_21554688.mp3,والان هناك كانت ايلين تنتظره,والان هنا كان,0.8000
common_voice_ar_21554903.mp3,يجب ان تتعلم من اخطاءك,يجي,1.0000
common_voice_ar_21554905.mp3,يتحدث الانجليزيه بطلاقه,يتح,1.0000
common_voice_ar_21554906.mp3,هل تسمع اي صوت,هل تسمع ا,0.5000
common_voice_ar_21554914.mp3,اعتمد عليك لتساعدنا,ح,1.0000
common_voice_ar_21554915.mp3,لا تنسنا,لاتنسا,1.0000
common_voice_ar_21554924.mp3,من ذلك الصبي الذي يسبح هناك,من ذلك الصغ,0.6667
common_voice_ar_21554938.mp3,نحن ضد الحرب,و,1.0000
common_voice_ar_19090097.mp3,السرير الذي نمت عليه بالامس لم يكن مريحا,السرير الذي ي,0.7500
common_voice_ar_19090098.mp3,يعزف علي البيانو بشكل جيد جدا,يعزف علي,0.6667
common_voice_ar_19090099.mp3,ذهبت ايضا,ذهبت وا,0.5000
common_voice_ar_19090100.mp3,يبدو ان السيد تناكا اجتاز الامتحان,يبدو ان اسي,0.6667
common_voice_ar_19090160.mp3,اسرع و الا فاتتك الطاءره,اسرع و,0.6000
common_voice_ar_19090163.mp3,احدي الحقاءب فارغه تماما,احد الح,1.0000
common_voice_ar_19090164.mp3,هو اخو تارو الاكبر,هو اخوه ط,0.7500
common_voice_ar_19090165.mp3,نحن ناكل لنعيش لا نعيش لناكل,نحن نق,0.8333
common_voice_ar_19090171.mp3,امتلا قلبي بالسعاده,امتلك,1.0000
common_voice_ar_19090173.mp3,لا اتكلم الالمانيه,لا اتكلم الا,0.3333
common_voice_ar_19090175.mp3,انتبه,انتبه,0.0000
common_voice_ar_24032551.mp3,علينا ان نوصله الي المستشفي قبل ان يفوت الاوان,علينا ن,0.8889
common_voice_ar_24032552.mp3,لا تكن حلوا فتءكل ولا مرا فترمي,ل,1.0000
common_voice_ar_24032553.mp3,انا اعطيناك الكوثر,ان اعطين,1.0000
common_voice_ar_24032554.mp3,فلم يمد القاضي يده,فلم يمود,0.7500
common_voice_ar_24032555.mp3,اه ماذا عساني ان افعل في حاله كهذه,اهن,1.0000
common_voice_ar_24032578.mp3,وكلوا مما رزقكم الله حلالا طيبا واتقوا الله الذي انتم به مءمنون,وكله,1.0000
common_voice_ar_24032579.mp3,انه ليس سعيدا علي الرغم من غناه,انه ليس سا,0.7143
common_voice_ar_24032580.mp3,لقد توفي وهو يقاتل في حرب فيتنام,لقد توف,0.8571
common_voice_ar_24032582.mp3,قال افتعبدون من دون الله ما لا ينفعكم شيءا ولا يضركم,قل ا,1.0000
common_voice_ar_24032639.mp3,واسلمي في كل حين,وسلمي,1.0000
common_voice_ar_24032642.mp3,كيف غيرت النجوم الاولي الكون,كيفغ,1.0000
common_voice_ar_24032644.mp3,وقال بعض الادباء ليس للجاءر جار ولا تعمر له دار,وقال ب,0.9000
common_voice_ar_24032645.mp3,نحن بحاجه ماسه لشرب الماء,نحن بال,0.8000
common_voice_ar_21519022.mp3,تعال معنا,مانه,1.0000
common_voice_ar_21519026.mp3,هناك سياج حول المنزل,هناك سيا,0.7500
common_voice_ar_21519028.mp3,كانت الاشاره حمراء,كانت لاشغي,0.6667
common_voice_ar_21519137.mp3,الكل ينتظرك,الكول ينتز,1.0000
common_voice_ar_21519138.mp3,انا اسكن في بيت ذو طابقين,هل ساع,1.0000
common_voice_ar_21519139.mp3,هل تمانع ان ادخن هنا,هل ت,0.8000
common_voice_ar_21519140.mp3,لم ارها منذ الشهر الفاءت,لم اري ه,0.8000
common_voice_ar_21519152.mp3,كلنا كالقمر لنا جانب مظلم لا نظهره لاحد,كلون ها,1.0000
common_voice_ar_21519153.mp3,وجبه المقدمه بشكل جيد لا تنسي,واذن,1.0000
common_voice_ar_21519154.mp3,تظاهر بانه طبيب,تظاه,1.0000
common_voice_ar_21519155.mp3,لم يسبق لابي ان سافر الي الخارج,لم يصبح,0.8571
common_voice_ar_21519156.mp3,ماذا تريد الان,ماذا توج,0.6667
common_voice_ar_19224861.mp3,ساترك القرار لك,ساترك ق,0.6667
common_voice_ar_19224863.mp3,انها تتحدث اكثر من اللازم,انها تحد,0.8000
common_voice_ar_19224865.mp3,رن الهاتف تكرارا,رن الهاتف و,0.3333
common_voice_ar_19224886.mp3,ساقرا كتابا,سال,1.0000
common_voice_ar_19224887.mp3,لا انا اسف علي العوده مبكرا,لا انا اسف,0.5000
common_voice_ar_19224888.mp3,عرفني باختها,هال,1.0000
common_voice_ar_19224889.mp3,القطط حيوانات نظيفه جدا,القطه و,1.0000
common_voice_ar_19224911.mp3,حاولت ان اغير الموضوع,حاولتو,1.0000
common_voice_ar_19224914.mp3,الارض المريخ و المشتري كلهم كواكب,الارض,0.8333
common_voice_ar_19224915.mp3,الافضل ان تذهب بالحافله,الاخضر وا,1.0000
common_voice_ar_19968493.mp3,ان ذلك صعب جدا علي,انه د,1.0000
common_voice_ar_19968494.mp3,انه لا يغير رايه ابدا,انه لي,0.8000
common_voice_ar_19968504.mp3,انا ادرس اللغه الكوريه,انا ادري,0.7500
common_voice_ar_19968506.mp3,اعطتني الممرضه حقنه,اعت,1.0000
common_voice_ar_19968507.mp3,هل اللغه الانجليزيه اصعب من اليابانيه,هال,1.0000
common_voice_ar_19968508.mp3,ساحضر بعض القهوه,ساحد,1.0000
common_voice_ar_19968510.mp3,خذ وقتك,خلز,1.0000
common_voice_ar_19968515.mp3,كنت مشغولا الاسبوع الماضي,كنت مجروله,0.7500
common_voice_ar_19968518.mp3,اجلس مستقيما,اغلص,1.0000
common_voice_ar_19968534.mp3,مع من كنت تتكلم,معا من كنتت,0.7500
common_voice_ar_19968535.mp3,ناولني ذاك الكتاب من فضلك,نا,1.0000
common_voice_ar_19968536.mp3,خدعها,خداع,1.0000
common_voice_ar_19968539.mp3,هم في نفس العمر تقريبا,هم في نفس العام,0.4000
common_voice_ar_27656529.mp3,ان عبد الملك السيد قد,انه عدل,1.0000
common_voice_ar_27656530.mp3,وكنت اذا ما هجاني امرء,وكنت اذا ماه,0.6000
common_voice_ar_27656531.mp3,مسحت ربيعه وجه معن سابقا,مسحت,0.8000
common_voice_ar_27656532.mp3,يا من صدفت عن الدنيا وزينتها,يا من صد,0.6667
common_voice_ar_27656533.mp3,ان تورعت اصبحت حوزه,انت ورعت ا,1.0000
common_voice_ar_27656589.mp3,اكذبت احسن ما يظن بي الهوي,اكذب ا,1.0000
common_voice_ar_27656592.mp3,قد اصبحوا كما تري,قد اصبحوا,0.5000
common_voice_ar_27656593.mp3,اقبلوا ودي فقد اهديته,اقبلوا وال,0.7500
common_voice_ar_27656599.mp3,سجدت علي اعتابها الكلمات,سجل,1.0000
common_voice_ar_27656600.mp3,هاج اجفاني وقلبي المغرما,هذا اجفاني و ق,0.7500
common_voice_ar_27656601.mp3,البس كمامه,البسكن,1.0000
common_voice_ar_27656602.mp3,انا عبد لال عبد مناف,انا عبدال,0.8000
common_voice_ar_27656603.mp3,اما القبور فانهن اوانس,ام,1.0000
common_voice_ar_19489429.mp3,ايضا في فترات منتظمه تمتم,ايضا,0.8000
common_voice_ar_19489430.mp3,كنت في الجبال,كنتوا,1.0000
common_voice_ar_19489431.mp3,اقلعت عن التدخين منذ سنه,قلعت عن التت,0.8000
common_voice_ar_19489432.mp3,عليك الذهاب,عليك اض,0.5000
common_voice_ar_19489434.mp3,الرقم اثنا عشر عدد زوجي,رقم اث,1.0000
common_voice_ar_19489435.mp3,سجلت رقم هاتفه,سجلت ر,0.6667
common_voice_ar_19489436.mp3,لقد سمعت انك تعزف علي البيانو,قد سمعتو,1.0000
common_voice_ar_19489437.mp3,افضل الغناء علي الرقص,وفد,1.0000
common_voice_ar_19489438.mp3,خسروا المعركه,خسوا المعوقه,1.0000
common_voice_ar_19489450.mp3,اخذت تبكي,اخر ذا,1.0000
common_voice_ar_19489451.mp3,كل هءلاء المءيدين يقولون ايه,كله,1.0000
common_voice_ar_19489453.mp3,لكم اشتقت اليك,لا كيف تقتل ا,1.3333
common_voice_ar_24052227.mp3,ولولا فضل الله عليكم ورحمته وان الله تواب حكيم,ولولي,1.0000
common_voice_ar_24052228.mp3,الذين ضل سعيهم في الحياه الدنيا وهم يحسبون انهم يحسنون صنعا,الذين ظل س,0.9091
common_voice_ar_24052229.mp3,خرج ديما من غرفه تبديل الملابس وعليه البذله وقال انه يريد شراءها,خرج د,0.9167
common_voice_ar_24052230.mp3,كم يبلغ سن ابنك,كم يبلر,0.7500
common_voice_ar_24052231.mp3,وطلب ما صعب احتقارا لما سهل عليه,وطلب م,0.8571
common_voice_ar_24052277.mp3,كان لدينا اتفاق ضمني باننا سوف ندعم بعضنا البعض,كان لدينا الت,0.7778
common_voice_ar_24052281.mp3,رب اجعلني مقيم الصلاه ومن ذريتي ربنا وتقبل دعاء,رب جعل,0.8889
common_voice_ar_24052284.mp3,اذ ابق الي الفلك المشحون,اذن,1.0000
common_voice_ar_24052285.mp3,تنزيل الكتاب من الله العزيز الحكيم,تنزر,1.0000
common_voice_ar_24052286.mp3,ثم جعلناكم خلاءف في الارض من بعدهم لننظر كيف تعملون,ثم جعلناك,0.9000
common_voice_ar_24052287.mp3,تعطلت سيارتنا في طريقنا الي هناك,شكرا,1.0000
common_voice_ar_24052288.mp3,ماذا تفعلان,ما,1.0000
common_voice_ar_24052290.mp3,لماذا استغرق هذا وقتا طويلا,ل,1.0000
common_voice_ar_24052296.mp3,فمن يعمل من الصالحات وهو مءمن فلا كفران لسعيه وانا له كاتبون,فمن يع,0.9167
common_voice_ar_25596442.mp3,عاث هذا المنون يسرف فينا,عاث,0.8000
common_voice_ar_25596456.mp3,امل لا يزال فوق المرام,ام,1.0000
common_voice_ar_25596459.mp3,قفا خبراني ايها الرجلان,بفاخ,1.0000
common_voice_ar_25596466.mp3,انا كعبه كل المعاني,انا كابه كله,0.7500
common_voice_ar_25596472.mp3,يا رسول الله يا اهل الوفا,ر,1.0000
common_voice_ar_25596478.mp3,يا ابا جعفر غدونا حديثا,يا ابا,0.6000
common_voice_ar_25596482.mp3,فسحه العمر وان طالت قصيره,فسحت الع,1.0000
common_voice_ar_25596488.mp3,ورياض من الشقاءق اضحت,ورياضا,1.0000
common_voice_ar_25596492.mp3,اين تلك العهود وافقن امالي,اي نتيج,1.0000
common_voice_ar_25596497.mp3,هن رسل الموت ساءحه,نرس الم,1.0000
common_voice_ar_25596500.mp3,اصابت ليلي سامي,اصابت لي,0.6667
common_voice_ar_25596509.mp3,ثم اداء واجب العباده فانها علامه السعاده,ثم ا,0.8571
common_voice_ar_25596510.mp3,اخطرت ليلي الشرطه,اختار,1.0000
common_voice_ar_25596511.mp3,ايا ذكريات الامس ترقصن في الرءي,ايها,1.0000
common_voice_ar_23873458.mp3,ليس الامر صعبا كعلم صناعه الصواريخ,ليس الامر س,0.6667
common_voice_ar_27421384.mp3,ستترجم هذه العباره,سترج,1.0000
common_voice_ar_27421385.mp3,الاخطبوط اراه بدل شكله,الاخطبو,1.0000
common_voice_ar_27421386.mp3,راح الشقي علي دار يساءلها,راح الشقي علي ذ,0.4000
common_voice_ar_27421443.mp3,بامكان الناس ان يروه,امكاني,1.0000
common_voice_ar_27421445.mp3,نفي شعر الراس القديم حوالقه,نفع شار,1.0000
common_voice_ar_27421447.mp3,قد لا يحب توم ذلك,قد لا يع,0.6000
common_voice_ar_27421503.mp3,عقد الخلاءق في الاله عقاءدا,عقد الخل,0.8000
common_voice_ar_27421504.mp3,توم ليس بمغن جيد,تم ليس بي,0.7500
common_voice_ar_27421505.mp3,بامكان كليكما ان تحققا اهدافكما معا,بامكانك ل,1.0000
common_voice_ar_27421506.mp3,لا تءجل عمل اليوم الي الغد,لا تءجي,0.8333
common_voice_ar_27421573.mp3,قد فقدنا الوفاء فقد الحميم,قد فقدن,0.8000
common_voice_ar_27421575.mp3,غيرته غير الدهر فشاب,قيرته و,1.0000
common_voice_ar_27421576.mp3,سقي الله قبرا حل فيه ابن مقبل,سقي الله قبري,0.7143
common_voice_ar_27421577.mp3,توم يبدو ممتنعا عن تصحيح اخطاءه,تم,1.0000
common_voice_ar_19728760.mp3,ماذا تظن نفسك فاعلا,ماذا تض,0.7500
common_voice_ar_19728761.mp3,سيصدر كتابه الشهر القادم,سيزد,1.0000
common_voice_ar_19728762.mp3,امضينا وقتا ممتعا و نحن نلعب الورق,فمنظين,1.0000
common_voice_ar_19728763.mp3,يمكنك استعاره الكتاب بشرط ان تحافظ عليه,ين,1.0000
common_voice_ar_19728764.mp3,علي ان ابقي في السرير طوال اليوم,هل ان اقف س,0.8571
common_voice_ar_19728775.mp3,فوزنا مءكد,فوجونا مع,1.0000
common_voice_ar_19728776.mp3,سوف اسافر في مارساذار,سوف ا,0.7500
common_voice_ar_19728778.mp3,اذهبت الي المدرسه اليوم,هذا س س,1.0000
common_voice_ar_19728779.mp3,افتقدتك كثيرا,افتحوا اتك,1.0000
common_voice_ar_19728805.mp3,هل المدرسه بعيده عن منزلك,هل المدرسه بع,0.6000
common_voice_ar_19728806.mp3,ستبحر السفينه الي هونولولو غدا,تبحير السبينه الي هنا,0.8000
common_voice_ar_19728813.mp3,عليك داءما ان تفي بوعدك,عليك داءما ان,0.4000
common_voice_ar_19728814.mp3,رزقوا بولد وحيد,ور,1.0000
common_voice_ar_25194141.mp3,لا اعلم ما تخطط له لكني سامنعك بالقيام به,لا ا,0.8889
common_voice_ar_25194142.mp3,فتكات طرفك ام سيوف ابيك,فتكات ترفك ا,0.8000
common_voice_ar_25194144.mp3,من الخلود ولكن سنه الدين,من الخلود,0.6000
common_voice_ar_25194145.mp3,متي يكون السكوت من ذهب,متي يكون الص,0.6000
common_voice_ar_25194226.mp3,الخطايا,الخطويه,1.0000
common_voice_ar_25194227.mp3,اما والله ان الظلم شءم,ام,1.0000
common_voice_ar_25194228.mp3,قد كنت اسمع لكن خلته مثلا,ود,1.0000
common_voice_ar_25194229.mp3,تعافي سامي كليه,تعافه,1.0000
common_voice_ar_25194230.mp3,لا تسالن المرء عما عنده,ل,1.0000
common_voice_ar_25194281.mp3,اليزابيث الثانيه هي ملكه انكلترا,الي,1.0000
common_voice_ar_25194282.mp3,فعلا,في علم,2.0000
common_voice_ar_25194284.mp3,توم هو فقط من يمكنه فعل هذا,طم هو و,0.8571
common_voice_ar_25194285.mp3,ايهما اسوا الشركات ام الحكومات,ايومه اس,1.0000
common_voice_ar_25194286.mp3,البيت مبني علي اركانه,البيت مبن,0.7500
common_voice_ar_19947194.mp3,يا لها من فتاه جميله,يعلها من فتات,0.8000
common_voice_ar_19947195.mp3,القلعه جميله,القلعت,1.0000
common_voice_ar_19947196.mp3,قابلنا كاتبا,قبل,1.0000
common_voice_ar_19947204.mp3,داءما ما تبقي غرفتها نظيفه,داءما ما,0.6000
common_voice_ar_19947205.mp3,انك تشرب الكثير من القهوه,ان و,1.0000
common_voice_ar_19947206.mp3,ما رايك في خطاب الرءيس,م,1.0000
common_voice_ar_19947207.mp3,ماذا صنعت,ماذا سام,0.5000
common_voice_ar_19947208.mp3,في اي ساعه خرجت من الفندق,في اي ص,0.6667
common_voice_ar_19947210.mp3,هل تدرس اللغه الانكليزيه,هل تدرو,0.7500
common_voice_ar_19947212.mp3,كانت يومي غاضبه بعض الشيء,ك,1.0000
common_voice_ar_19947224.mp3,للنادي ثلاثون مشترك,للنا,1.0000
common_voice_ar_19947227.mp3,ترك ابوها البيت لها في وصيته,ترك اب,0.8333
common_voice_ar_19947228.mp3,توم يربي قطه سوداء,هم ه,1.0000
common_voice_ar_19259854.mp3,لا استطيع رءيه شيء,لا ا,0.7500
common_voice_ar_19259856.mp3,احتاج المزيد من الوقت,ا,1.0000
